Title,Release_Date,Expired_Date,Activity_Code,Parent_Organization,Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
"NLM Grants for Scholarly Works in Biomedicine and Health (G13 Clinical Trial Not Allowed)","5/17/2023","2/27/2026","G13","NIH","NLM","ORWH, NLM","PAR-23-183","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-183.html"
"Vet-LIRN Network Capacity-Building Project and Equipment Grants","5/12/2023","9/2/2028","U18","FDA","FDA","None","PAR-23-202","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-202.html"
"HIV-associated Non-Communicable Diseases Research at Low- and Middle-Income Country Institutions (R21 Clinical Trial Optional)","5/10/2023","12/9/2025","R21","NIH","FIC","NCI, NIDA, NIDCR, NIDDK, NIMH","PAR-23-191","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-191.html"
"Interventions for Stigma Reduction to Improve HIV/AIDS Prevention, Treatment and Care in Low- and Middle- Income Countries (R01 - Clinical Trial Optional)","5/10/2023","12/23/2025","R01","NIH","FIC","NCI, NIDA, NIDCR, NIDDK, NIMH","PAR-23-190","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-190.html"
"AHRQ Health Services Research Dissertation Program (R36)","5/3/2023","5/7/2028","R36","AHRQ","AHRQ","None","PA-23-196","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-23-196.html"
"NEI Center Core Grant for Vision Research (P30 Clinical Trial Not Allowed)","5/1/2023","10/1/2025","P30","NIH","NEI","None","PAR-23-175","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-175.html"
"Biological Testing Facility (X01 Clinical Trial Not Allowed)","4/28/2023","5/3/2025","X01","NIH","NICHD","None","PAR-23-192","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-192.html"
"Notice of Special Interest (NOSI): Pre-Clinical Research on Gene Therapies for Rare Genetic Neurodevelopmental Disorders","4/28/2023","9/8/2026","R01","NIH","NIMH","None","NOT-MH-23-236","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-MH-23-236.html"
"Notice of Special Interest (NOSI): NIMH Planning Grants for Natural History Studies of Rare Genetic Neurodevelopmental Disorders","4/28/2023","9/8/2026","R01","NIH","NIMH","None","NOT-MH-23-235","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-MH-23-235.html"
"HEAL Initiative: Interdisciplinary Team Science to Uncover the Mechanisms of Pain Relief by Medical Devices (RM1 Clinical Trial Optional)","4/27/2023","6/10/2025","RM1","NIH","NINDS","NCCIH, NCI, NEI, NIA, NIAAA, NIAMS, NICHD, NIDA, NIDCR, NIDDK","RFA-NS-23-028","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-23-028.html"
"Maximizing Investigators Research Award (MIRA) for Early Stage Investigators (ESI) (R35 - Clinical Trial Optional)","4/24/2023","2/4/2026","R35","NIH","NIGMS","None","PAR-23-145","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-145.html"
"Innovation for HIV Vaccine Discovery (R01 Clinical Trial Not Allowed)","4/20/2023","8/2/2025","R01","NIH","NIAID","None","PAR-23-169","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-169.html"
"Mentored Career Transition Award for Intramural Fellows (K22 Clinical Trials Required)","4/20/2023","3/13/2026","K22","NIH","NIMH","None","PAR-23-150","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-23-150.html"
"Mentored Career Transition Award for Intramural  Fellows (K22 Clinical Trials Not Allowed)","4/20/2023","3/13/2026","K22","NIH","NIMH","None","PAR-23-149","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-149.html"
"STrengthening Research Opportunities for NIH Grants (STRONG): Structured Institutional Needs Assessment and Action Plan Development for Resource Limited Institutions (RLIs) (UC2 - Clinical Trial Not Allowed)","4/19/2023","9/19/2025","UC2","NIH","NIMHD","NCATS, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIDA, NIDCD, NIDCR, NIEHS, NIGMS, NIMH, NINR, ODP, ORWH","PAR-23-144","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-144.html"
"Industrialization and Translation of Extracellular Vesicles for use in Regenerative Medicine (UT1/UT2) Clinical Trial Not Allowed","4/18/2023","6/7/2025","UT1","NIH","NCATS","None","PAR-23-268","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-268.html"
"Industrialization and Translation of Extracellular Vesicles for use in Regenerative Medicine (U43/U44 Clinical Trials Not Allowed)","4/18/2023","6/7/2025","U43/U44","NIH","NCATS","None","PAR-23-267","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-267.html"
"Developing Regulated Therapeutic and Diagnostic Solutions for Patients Affected by Opioid and/or Stimulants use Disorders (OUD/StUD) (R41/R42 Clinical Trial Optional)","4/18/2023","2/15/2025","R41/R42","NIH","NIDA","None","RFA-DA-24-038","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-24-038.html"
"Notice of Special Interest (NOSI): Supporting Exploratory/Developmental Research Focused on NIAMS Core Mission Areas","4/17/2023","1/8/2027","R21","NIH","NIAMS","None","NOT-AR-23-006","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-AR-23-006.html"
"Notice of Special Interest (NOSI): RNA Modifications in Cancer Biology","4/17/2023","1/8/2026","R33,R21,U01,R61,R03","NIH","NCI","None","NOT-CA-23-060","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-CA-23-060.html"
"BRAIN Initiative Advanced Postdoctoral Career Transition Award to Promote Diversity (K99/R00 Independent Clinical Trial Required)","4/14/2023","3/14/2026","K99/R00","NIH","NIMH","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NINDS","RFA-MH-23-330","RFA","Required","https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-23-330.html"
"BRAIN Initiative Advanced Postdoctoral Career Transition Award to Promote Diversity (K99/R00 Independent Clinical Trial Not Allowed)","4/14/2023","3/14/2026","K99/R00","NIH","NIMH","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NINDS","RFA-MH-23-331","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-23-331.html"
"International Research in Infectious Diseases (R01 Clinical Trial Not Allowed)","4/14/2023","8/2/2025","R01","NIH","NIAID","None","RFA-AI-23-023","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-23-023.html"
"Notice of Special Interest (NOSI): NIDCD National Research Service Award (NRSA) T32 and T35 Diversity Administrative Supplement","4/14/2023","5/14/2026","Admin Supp","NIH","NIDCD","None","NOT-DC-23-010","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DC-23-010.html"
"Notice of Special Interest (NOSI): Synthetic Biology for Biomedical Applications.","4/14/2023","5/17/2026","R01,R21,R35,R41/R42,R43/R44","NIH","NIBIB","NCCIH, NCI, NHLBI, NIA, NIAID, NICHD, NIGMS","NOT-EB-23-002","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-EB-23-002.html"
"Centers of Excellence in Genomic Science (RM1 Clinical Trial Optional)","4/13/2023","6/23/2025","RM1","NIH","NHGRI","NIMH","PAR-23-098","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-098.html"
"Notice of Special Interest (NOSI): Assembling the Addiction Organelle Interactome","4/11/2023","9/8/2026","R21,K01,R36,R03,R01","NIH","NIDA","None","NOT-DA-24-007","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DA-24-007.html"
"Exploratory Clinical Neuroscience Research on Substance Use Disorders (R61/R33 Clinical Trial Optional)","4/10/2023","5/8/2026","R61/R33","NIH","NIDA","None","PAR-23-157","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-157.html"
"Exploratory Clinical Neuroscience Research on Substance Use Disorders (R61/R33 Basic Experimental Studies with Humans (BESH) Required)","4/10/2023","5/8/2026","R61/R33","NIH","NIDA","None","PAR-23-158","PAR","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PAR-23-158.html"
"Diagnostic Centers of Excellence (X01 Clinical Trial Not Allowed)","4/10/2023","5/16/2025","X01","NIH","NINDS","NCATS, NEI, NHGRI, NHLBI, NIAID, NIAMS, NICHD, NIDCR, NIEHS","PAR-23-171","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-171.html"
"Enhancing Science, Technology, EnginEering, and Math Educational Diversity (ESTEEMED) Research Education Experiences (R25 Clinical Trial Not Allowed)","4/5/2023","1/17/2026","R25","NIH","NIBIB","NICHD","PAR-23-114","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-114.html"
"Notice of Special Interest (NOSI): Development of Innovative Informatics and Data Science Technologies, Tools, and Methods for Vision Research","4/3/2023","2/16/2026","R41/R42,R43/R44,R21","NIH","NEI","None","NOT-EY-23-005","NOSIS","Not_Allowed","https://grants.nih.gov/grants/guide/notice-files/NOT-EY-23-005.html"
"Notice of Special Interest (NOSI): Promoting Language and Communication in Minimally Verbal/Non-Speaking Individuals with Autism","4/3/2023","6/6/2026","R13,R15,R01,U01,R21,R43/R44,R41/R42,R03","NIH","NIDCD","None","NOT-DC-23-009","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DC-23-009.html"
"Notice of Special Interest (NOSI): Leveraging glial cells to treat addiction","4/3/2023","9/8/2026","R21,K01,R36,R01,R03","NIH","NIDA","None","NOT-DA-24-006","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DA-24-006.html"
"BRAIN Initiative: Exploratory Research Opportunities Using Invasive Neural Recording and Stimulating Technologies in the Human Brain (R61 Basic Experimental Studies with Humans Required)","4/3/2023","9/20/2025","R61","NIH","NIDCD","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIMH, NINDS, OBSSR","RFA-DC-24-001","RFA","Basic_Trial","https://grants.nih.gov/grants/guide/rfa-files/RFA-DC-24-001.html"
"Notice of Special Interest (NOSI): Research to Address Vaccine Uptake and Implementation among Populations Experiencing Health Disparities","3/31/2023","6/6/2026","R01,R21","NIH","NIMHD","NCI, NIAMS, NIDCR, OBSSR, ODP, ORWH, SGMRO","NOT-MD-23-008","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-MD-23-008.html"
"Pulmonary Outcomes and Sequelae after Treatment-TB (POST-TB) (R01 Clinical Trial Optional)","3/30/2023","5/8/2026","R01","NIH","NIAID","None","PAR-23-148","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-148.html"
"Notice of Special Interest (NOSI): Encouraging Womens Health Research within the NIDCD Mission Areas","3/28/2023","5/6/2026","R15,R21,R01","NIH","NIDCD","None","NOT-DC-23-006","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DC-23-006.html"
"Instrumentation Grant Program for Resource-Limited Institutions (S10 - Clinical Trial Not Allowed)","3/21/2023","7/4/2025","S10","NIH","NIGMS","NCATS, NEI, NHGRI, NIA, NIAAA, NIAMS, NIBIB, NIDCD, NIDCR, NIMH, NIMHD, NINDS, OBSSR, OD, ORIP","PAR-23-138","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-138.html"
"Jointly Sponsored Ruth L. Kirschstein National Research Service Award Institutional Predoctoral Training Program in the Neurosciences (T32 Clinical Trial Not Allowed)","3/20/2023","5/26/2025","T32","NIH","NINDS","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIEHS, NIGMS, NIMH, OBSSR","PAR-22-265","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-22-265.html"
"Notice of Special Interest (NOSI): Administrative Supplements to Encourage Research in Valvular Heart Disease (CAROL Act)","3/14/2023","6/2/2026","Admin Supp","NIH","NHLBI","None","NOT-HL-23-078","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-HL-23-078.html"
"Avenir Award Program for Research on Substance Use Disorders and HIV (DP2 Clinical Trial Optional)","3/10/2023","8/16/2025","DP2","NIH","NIDA","None","PAR-23-125","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-125.html"
"NIH Medical Scientist Partnership Program (FM1 Clinical Trial Not Allowed)","3/9/2023","8/9/2025","FM1","NIH","NIAID","NCATS, NCI, NEI, NHGRI, NHLBI, NIA, NIDA, NIDCD, NIEHS","PAR-23-109","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-109.html"
"Developmental Centers for AIDS Research (P30 Clinical Trial Not Allowed)","3/9/2023","8/5/2025","P30","NIH","NIAID","NCI, NHLBI, NIA, NICHD, NIDA, NIDCR, NIDDK, NIMH, NIMHD, NINR, OAR, FIC","PAR-23-117","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-117.html"
"Centers for AIDS Research (P30 Clinical Trial Not Allowed)","3/9/2023","8/5/2025","P30","NIH","NIAID","FIC, NCI, NHLBI, NIA, NICHD, NIDA, NIDCR, NIDDK, NIMH, NIMHD, NINR, OAR","PAR-23-116","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-116.html"
"Notice of Special Interest (NOSI): NIDCR Support for Research on the Physiological Involvement of Oral Cavity in Coronavirus Disease 2019 (COVID-19)","3/8/2023","5/8/2026","R21,R01,UG3/UH3","NIH","NIDCR","None","NOT-DE-23-004","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DE-23-004.html"
"Biomedical Technology Optimization and Dissemination Center (BTOD)(RM1-Clinical Trial Not Allowed)","3/7/2023","1/28/2026","RM1","NIH","NIGMS","None","PAR-23-110","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-110.html"
"Notice of Special Interest (NOSI): Research Project Grants in Valvular Heart Disease (CAROL Act)","3/7/2023","5/8/2026","R01","NIH","NHLBI","None","NOT-HL-23-079","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-HL-23-079.html"
"Notice of Special Interest (NOSI): Integrative Omics Analysis of NHLBI TOPMed Data (Parent R01 Clinical Trial Not Allowed)","3/6/2023","5/8/2026","R01","NIH","NHLBI","None","NOT-HL-23-067","NOSIS","Not_Allowed","https://grants.nih.gov/grants/guide/notice-files/NOT-HL-23-067.html"
"Notice of Special Interest: Advancing mHealth Interventions for Understanding and Preventing Alcohol-Related Domestic Violence","3/6/2023","9/8/2026","R01,R21,R34,K99/R00","NIH","NIAAA","None","NOT-AA-23-003","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-AA-23-003.html"
"NIMH Research Education Programs for Psychiatry Residents (R25- Independent Clinical Trial Not Allowed)","3/3/2023","5/26/2025","R25","NIH","NIMH","None","PAR-23-266","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-266.html"
"NIMH Mentoring Networks for Mental Health Research Education (R25 Clinical Trial Not Allowed)","3/3/2023","5/26/2025","R25","NIH","NIMH","None","PAR-23-263","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-263.html"
"NIMH Short Courses for Mental Health Related Research (R25 -Independent Clinical Trial Not Allowed)","3/3/2023","5/26/2025","R25","NIH","NIMH","None","PAR-23-265","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-265.html"
"Genomic Community Resources (U24 Clinical Trial Not Allowed)","3/1/2023","1/26/2026","U24","NIH","NHGRI","NCI, NIEHS","PAR-23-124","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-124.html"
"Notice of Special Interest (NOSI): Administrative Supplements to Leverage Network Infrastructure to Advance Multisite Research for Women, Children, Pregnant and Lactating Individuals and/or Persons with Disabilities","2/27/2023","4/1/2026","Admin Supp","NIH","NICHD","None","NOT-HD-23-005","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-HD-23-005.html"
"Notice of Special Interest (NOSI): Advancing Research Needed to Develop a Coccidioidomycosis (Valley fever) Vaccine","2/23/2023","1/15/2026","R01,R41/R42,R43/R44,R21,U44","NIH","NIAID","None","NOT-AI-23-031","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-AI-23-031.html"
"Notice of Special Interest (NOSI): Enhancing Research on Deciphering Mechanisms of COVID-19-Associated Coagulopathy","2/22/2023","7/6/2025","R01","NIH","NHLBI","None","NOT-HL-23-080","NOSIS","Not_Allowed","https://grants.nih.gov/grants/guide/notice-files/NOT-HL-23-080.html"
"IDeA Networks of Biomedical Research Excellence (INBRE) (P20 Clinical Trial Optional)","2/10/2023","5/23/2025","P20","NIH","NIGMS","None","PAR-23-100","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-100.html"
"Notice of Special Interest (NOSI): Small Business Digital Technologies for Early Detection, Characterization and Monitoring of Senescence-Related Changes","2/7/2023","1/6/2026","R43/R44,R41/R42","NIH","NIA","None","NOT-AG-23-004","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-AG-23-004.html"
"Notice of Special Interest (NOSI): Addressing the Etiology of Health Disparities and Health Advantages Among Immigrant Populations","2/6/2023","6/6/2026","R01,R61/R33","NIH","NIMHD","NCI, NHLBI, NIAAA, NIDA","NOT-MD-23-002","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-MD-23-002.html"
"Notice of Special Interest (NOSI): Addressing Health Disparities Among Immigrant Populations Through Effective Interventions","2/6/2023","6/6/2026","R01","NIH","NIMHD","NCI, NEI, NIAAA, NIDA, ORWH","NOT-MD-23-003","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-MD-23-003.html"
"Collaborative Program Grant for Multidisciplinary Teams (RM1 - Clinical Trial Optional)","2/3/2023","1/28/2026","RM1","NIH","NIGMS","None","PAR-23-077","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-077.html"
"NIMHD Exploratory/Developmental Research Grant Program (R21 - Clinical Trial Optional)","2/1/2023","5/8/2026","R21","NIH","NIMHD","None","PAR-23-111","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-111.html"
"Notice of Special Interest (NOSI): Development of Functional Assay Sites to Evaluate Candidate -Omics Variants Associated with Heart, Lung, Blood, or Sleep Disease (R01, R41, R42, R43, R44) ","1/31/2023","9/8/2026","R41/R42,R43/R44,R01","NIH","NHLBI","None","NOT-HL-23-066","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-HL-23-066.html"
"Notice of Special Interest (NOSI): Revision Applications to add a Curation and Informatics Component to existing Animal and Biological Material Resource Centers (P40) (Clinical Trials Not Allowed)","1/30/2023","1/8/2026","P40","NIH","ORIP","None","NOT-OD-23-068","NOSIS","Not_Allowed","https://grants.nih.gov/grants/guide/notice-files/NOT-OD-23-068.html"
"Addressing the Impact of Structural Racism and Discrimination on Minority Health and Health Disparities (R01 - Clinical Trial Optional)","1/30/2023","1/8/2026","R01","NIH","NIMHD","NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIGMS, NIMH, NINR, OBSSR, ODP, PN, ORWH, SGMRO, NCCIH, NEI, NHGRI, NIA, NIBIB, NICHD","PAR-23-112","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-112.html"
"AHRQ Small Research Projects to Advance the Science of Primary Care (R03)","1/26/2023","3/20/2027","R03","AHRQ","AHRQ","None","PA-23-115","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-23-115.html"
"Notice of Special Interest (NOSI): Pharmacogenomic Approaches to Enhancing HIV and Substance Use Disorder (SUD) Treatment Strategies, A jump into Precision Medicine.","1/26/2023","5/8/2026","R01,R03","NIH","NIDA","None","NOT-DA-24-001","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DA-24-001.html"
"Time-Sensitive Research Opportunities in Environmental Health Sciences (R21 Clinical Trial Not Allowed)","1/20/2023","12/2/2025","R21","NIH","NIEHS","None","RFA-ES-23-004","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-ES-23-004.html"
"Notice of Special Interest (NOSI): Computational and Statistical Methods to Enhance Discovery from Health Data","1/19/2023","1/8/2026","R01","NIH","NLM","None","NOT-LM-23-001","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-LM-23-001.html"
"Notice of Special Interest (NOSI): Understanding Sudden Death in the Young Through Research","1/19/2023","1/7/2028","R01","NIH","NHLBI","NINDS","NOT-HL-22-040","NOSIS","Not_Allowed","https://grants.nih.gov/grants/guide/notice-files/NOT-HL-22-040.html"
"Notice of Special Interest (NOSI): Priority Research Opportunities in Crisis Response Services","1/18/2023","5/8/2025","R21,R01,R34","NIH","NIMH","NIDA, ORWH","NOT-MH-23-140","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-MH-23-140.html"
"Investigator Initiated Extended Clinical Trial (R01 Clinical Trial Required)","1/12/2023","1/14/2026","R01","NIH","NIAID","NIA","PAR-23-084","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-23-084.html"
"NIDA Research Center of Excellence Grant Program (P50 Clinical Trial Optional)","1/12/2023","11/19/2025","P50","NIH","NIDA","None","PAR-23-076","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-076.html"
"Alzheimer's Disease Research Centers (P30 Clinical Trial Not Allowed)","1/11/2023","9/27/2025","P30","NIH","NIA","None","RFA-AG-24-001","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-24-001.html"
"Mentored Career Development Program for Early Stage Investigators Using Nonhuman Primate Research Models (K01 Independent Clinical Trial Not Allowed)","1/10/2023","1/8/2026","K01","NIH","NIAID","NIA, ORIP","PAR-23-073","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-073.html"
"Notice of Special Interest (NOSI): Adaptive Biomaterials for Cancer Biology","1/10/2023","5/7/2025","R01,K22,K99/R00","NIH","NCI","None","NOT-CA-23-030","NOSIS","Not_Allowed","https://grants.nih.gov/grants/guide/notice-files/NOT-CA-23-030.html"
"NIDA Program Project Grant Applications (P01 Clinical Trial Optional)","1/10/2023","1/8/2026","P01","NIH","NIDA","None","PAR-23-064","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-064.html"
"Innovations to Optimize HIV Prevention and Care Continuum Outcomes (R01 Clinical Trial Optional)","1/10/2023","1/10/2026","R01","NIH","NIMH","None","PAR-23-062","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-062.html"
"Innovations to Optimize HIV Prevention and Care Continuum Outcomes (R21 Clinical Trial Optional)","1/10/2023","1/10/2026","R21","NIH","NIMH","None","PAR-23-061","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-061.html"
"Formative and Pilot Intervention Research to Optimize HIV Prevention and Care Continuum Outcomes (R34 Clinical Trial Optional)","1/10/2023","1/10/2026","R34","NIH","NIMH","None","PAR-23-060","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-060.html"
"Notice of Special Interest (NOSI): Targeting the Endocannabinoid System for Brain Health and Acute and Chronic Diseases","1/9/2023","1/8/2026","R01,R21,DP2,DP1,K99/R00,K01,R36,K08,R15,K24","NIH","NIDA","NCI, NIDCR","NOT-DA-22-048","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DA-22-048.html"
"NIAID Physician-Scientist Pathway to Independence Award (K99/R00 Clinical Trial Required)","1/9/2023","1/8/2026","K99/R00","NIH","NIAID","None","PAR-23-070","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-23-070.html"
"NIAID Physician-Scientist Pathway to Independence Award (K99/R00 Independent Clinical Trial Not Allowed)","1/9/2023","1/8/2026","K99/R00","NIH","NIAID","None","PAR-23-071","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-071.html"
"Animal and Biological Material Resource Centers (P40) (Clinical Trials Not-Allowed)","1/9/2023","1/8/2026","P40","NIH","ORIP","None","RFA-OD-23-001","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-23-001.html"
"Notice of Special Interest (NOSI): Fundamental Science Research on the Neural Circuits Underlying Sensory Processing","1/5/2023","1/8/2026","R21,R01,R15","NIH","NIDCD","None","NOT-DC-23-001","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DC-23-001.html"
"HEAL Commercialization Readiness Pilot (CRP) Program: Embedded Entrepreneurs for Small Businesses in Pain Management (SB1 Clinical Trial Not Allowed)","1/3/2023","9/6/2025","SB1","NIH","NINDS","NCATS, NCCIH, NEI, NIAMS","PAR-23-069","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-069.html"
"NIDA Core Center of Excellence Grant Program (P30 Clinical Trial Optional)","12/28/2022","11/18/2025","P30","NIH","NIDA","None","PAR-23-049","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-049.html"
"Notice of Special Interest (NOSI): BRAIN Initiative: Developing Data Archive, Informatics Tools and Data Standards for Brain Behavior Quantification and Synchronization (BBQS)","12/23/2022","7/15/2026","R01,R24","NIH","NIMH","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NINDS","NOT-MH-23-115","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-MH-23-115.html"
"Limited Competition: Renewal of Centers of Biomedical Research Excellence (COBRE) (Phase 2) (P20 - Clinical Trial Optional)","12/20/2022","5/29/2025","P20","NIH","NIGMS","None","PAR-23-063","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-063.html"
"Notice of Special Interest (NOSI): Firearm Injury and Mortality Prevention Research","12/16/2022","2/5/2026","R01,R34,R21,U24,R61/R33,UG3/UH3","NIH","OBSSR","NCCIH, NIA, NIAAA, NICHD, NIDA, NIMH, NIMHD, NINR, ODP, ORWH, SGMRO","NOT-OD-23-039","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-OD-23-039.html"
"HEAL Initiative Advanced Postdoctoral-to-Independent Career Transition Award in PAIN and SUD Research to Promote Diversity (K99/R00 Independent Clinical Trial Not Allowed)","12/15/2022","3/12/2025","K99/R00","NIH","NINDS","NCCIH, NCI, NIA, NIAAA, NIAMS, NICHD, NIDCR, NIDDK","RFA-NS-22-025","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-025.html"
"HEAL Initiative Advanced Postdoctoral-to-Independent Career Transition Award in PAIN and SUD Research to Promote Diversity (K99/R00  Independent Basic Experimental Studies with Humans Required)","12/15/2022","3/12/2025","K99/R00","NIH","NINDS","NCCIH, NCI, NIA, NIAAA, NIAMS, NICHD, NIDCR","RFA-NS-22-024","RFA","Basic_Trial","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-024.html"
"HEAL Initiative Advanced Postdoctoral-to-Independent Career Transition Award in PAIN and SUD Research (Independent Basic Experimental Studies with Humans Required)","12/15/2022","3/12/2025","K99/R00","NIH","NINDS","NCCIH, NCI, NHLBI, NIA, NIAAA, NIAMS, NICHD","RFA-NS-22-023","RFA","Basic_Trial","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-023.html"
